iter	Passed	Remaining
689	14820	6658
690	14836	6634
691	14854	6611
692	14870	6587
693	14888	6564
694	14903	6540
695	14918	6516
696	14933	6491
697	14947	6467
698	14965	6444
699	14980	6420
700	14996	6396
701	15012	6372
702	15027	6348
703	15042	6324
704	15057	6300
705	15072	6276
706	15088	6252
707	15114	6233
708	15137	6213
709	15159	6192
710	15180	6170
711	15200	6148
712	15217	6125
713	15232	6101
714	15247	6077
715	15262	6053
716	15277	6029
717	15293	6006
718	15310	5983
719	15325	5959
720	15341	5936
721	15356	5913
722	15372	5889
723	15387	5865
724	15402	5842
725	15419	5819
726	15435	5796
727	15452	5773
728	15467	5749
729	15482	5726
730	15497	5703
731	15518	5681
732	15540	5660
733	15571	5643
734	15597	5623
735	15616	5601
736	15634	5579
737	15654	5557
738	15670	5534
739	15685	5510
740	15699	5487
741	15715	5464
742	15734	5442
743	15751	5419
744	15768	5397
745	15782	5373
746	15797	5350
747	15812	5327
748	15829	5304
749	15846	5282
750	15863	5259
751	15878	5236
752	15893	5213
753	15911	5191
754	15948	5175
755	15978	5157
756	15997	5135
757	16015	5113
758	16030	5090
759	16045	5067
760	16062	5044
761	16077	5021
762	16095	4999
763	16110	4976
764	16124	4953
765	16140	4930
766	16159	4909
767	16176	4886
768	16192	4864
769	16209	4841
770	16225	4819
771	16241	4796
772	16260	4775
773	16281	4753
774	16304	4733
775	16333	4714
776	16357	4694
777	16375	4672
778	16397	4651
779	16417	4630
780	16435	4608
781	16452	4586
782	16469	4564
783	16484	4541
784	16500	4519
785	16519	4497
786	16536	4475
787	16553	4453
788	16570	4431
789	16587	4409
790	16602	4386
791	16618	4364
792	16632	4341
793	16649	4319
794	16669	4298
795	16695	4278
796	16717	4258
797	16736	4236
798	16759	4216
799	16779	4194
800	16795	4172
801	16812	4150
802	16827	4128
803	16842	4105
804	16857	4083
805	16872	4061
806	16889	4039
807	16904	4017
808	16921	3995
809	16936	3972
810	16952	3950
811	16967	3928
812	16984	3906
813	17007	3886
814	17035	3866
815	17059	3846
816	17078	3825
817	17094	3803
818	17110	3781
819	17124	3759
820	17140	3737
821	17155	3715
822	17170	3692
823	17185	3670
824	17202	3648
825	17218	3627
826	17235	3605
827	17250	3583
828	17266	3561
829	17281	3539
830	17299	3518
831	17316	3496
832	17331	3474
833	17346	3452
834	17361	3430
835	17377	3408
836	17391	3386
837	17409	3365
838	17425	3343
839	17441	3322
840	17459	3300
841	17478	3279
842	17495	3258
843	17513	3237
844	17529	3215
845	17546	3193
846	17562	3172
847	17578	3150
848	17594	3129
849	17610	3107
850	17627	3086
851	17642	3064
852	17658	3043
853	17681	3022
854	17711	3003
855	17729	2982
856	17745	2961
857	17760	2939
858	17779	2918
859	17798	2897
860	17814	2875
861	17832	2854
862	17847	2833
863	17863	2811
864	17880	2790
865	17894	2768
866	17910	2747
867	17925	2725
868	17944	2705
869	17959	2683
870	17973	2662
871	17989	2640
872	18004	2619
873	18020	2597
874	18037	2576
875	18052	2555
876	18071	2534
877	18090	2513
878	18107	2492
879	18125	2471
880	18146	2451
881	18169	2430
882	18187	2409
883	18209	2389
884	18231	2369
885	18248	2347
886	18263	2326
887	18277	2305
888	18293	2284
889	18308	2262
890	18322	2241
891	18337	2220
892	18354	2199
893	18368	2177
894	18383	2156
895	18400	2135
896	18419	2115
897	18435	2094
898	18452	2073
899	18467	2051
900	18483	2030
901	18502	2010
902	18521	1989
903	18538	1968
904	18555	1947
905	18573	1927
906	18592	1906
907	18608	1885
908	18624	1864
909	18641	1843
910	18659	1822
911	18680	1802
912	18698	1781
913	18715	1760
914	18734	1740
915	18753	1719
916	18786	1700
917	18808	1680
918	18827	1659
919	18844	1638
920	18862	1617
921	18880	1597
922	18898	1576
923	18915	1555
924	18932	1535
925	18947	1514
926	18965	1493
927	18982	1472
928	19000	1452
929	19016	1431
930	19034	1410
931	19052	1390
932	19070	1369
933	19091	1349
934	19108	1328
935	19125	1307
936	19144	1287
937	19161	1266
938	19179	1245
939	19197	1225
940	19216	1204
941	19234	1184
942	19252	1163
943	19340	1147
944	19387	1128
945	19430	1109
946	19482	1090
947	19513	1070
948	19532	1049
949	19550	1028
950	19566	1008
951	19582	987
952	19599	966
953	19615	945
954	19632	925
955	19649	904
956	19670	883
957	19687	863
958	19704	842
959	19720	821
960	19736	800
961	19757	780
962	19774	759
963	19794	739
964	19815	718
965	19838	698
966	19859	677
967	19882	657
968	19905	636
969	19932	616
970	19959	596
971	19982	575
972	20013	555
973	20044	535
974	20067	514
975	20105	494
976	20140	474
977	20168	453
978	20199	433
979	20220	412
980	20246	392
981	20273	371
982	20301	351
983	20324	330
984	20352	309
985	20375	289
986	20401	268
987	20431	248
988	20459	227
989	20483	206
990	20506	186
991	20525	165
992	20548	144
993	20568	124
994	20590	103
995	20614	82
996	20635	62
997	20655	41
998	20677	20
999	20695	0
